;Unnamed: 0;brand;name;spec_rating;processor;CPU;Ram;Ram_type;ROM;ROM_type;GPU;display_size;resolution_width;resolution_height;price;OS;warranty
591;671;Lenovo;IdeaPad 3 15IAU7 82RK00XDIN Laptop;69;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;256GB;SSD;Intel UHD Graphics ;15,6;1920;1080;33990;Windows 11 OS;a
592;672;HP;14s-dr3002TU Laptop;69;Intel Celeron N4500;Dual Core, 2 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;14;1366;768;26990;Windows 11 OS;a
593;673;Acer;C734 NX.H8VSI.004 Chromebook Laptop;69;Intel Celeron Dual Core N4500;Dual Core, 2 Threads;4GB;LPDDR4X;64GB;Hard-Disk;Intel Integrated UHD;11,6;1280;1024;13990;Chrome OS;a
594;674;Acer;TravelMate P2 TMP214-53 Business Laptop;65;11th Gen Intel Core i7 1165G7;Quad Core, 8 Threads;16GB;DDR4;1TB;SSD;Intel Integrated Iris Xe;14;1920;1080;49990;Windows 11 OS;a
595;675;MSI;Bravo 15 B7ED-012IN Gaming Laptop;65;7th Gen AMD Ryzen 5 7535HS;Hexa Core, 12 Threads;8GB;DDR5;512GB;SSD;4GB AMD Radeon RX6550M;15,6;1920;1080;59990;Windows 11 OS;a
596;676;Asus;ROG Strix G15 G513RC-HN251WS Gaming Laptop;71;6th Gen AMD Ryzen 7  6800H;Octa Core, 16 Threads;16GB;DDR5;1TB;SSD;4GB NVIDIA GeForce RTX RTX 3050;15,6;1920;1080;91990;Windows 11 OS;a
597;677;Asus;Vivobook 16 2023 X1605VA-MB957WS Laptop;73;13th Gen Intel Core i9 13900H;14 Cores (6P + 8E), 20 Threads;16GB;DDR4;1TB;SSD;Integrated Intel Iris Xe Graphics;16;1920;1200;95689;Windows 11 OS;a
598;678;Acer;Chromebook CB314-3H NX.K04SI.007 Laptop;69;Intel Celeron Dual Core N4500;Dual Core, 2 Threads;8GB;LPDDR4X;128GB;SSD;Intel Integrated UHD;14;1280;1024;26732;Chrome OS;a
599;679;HP;Zbook FireFly 14 G8 4F0W6PA Laptop;70;11th Gen Intel Core i5 1135G7;Quad Core, 8 Threads;16GB;DDR4;512GB;SSD;Intel UHD Graphics;14;1920;1080;89999;Windows 11 OS;a
600;680;Asus;Vivobook S14 Flip TN3402QA-LZ751WS Laptop;62;5th Gen AMD Ryzen 7 5800H;Octa Core, 16 Threads;16GB;DDR4;1TB;SSD;AMD Radeon Graphics;14;1920;1200;69990;Windows 11 OS;a
601;681;Asus;Vivobook S14 Flip TN3402QA-LZ551WS Laptop;69;5th Gen AMD Ryzen 5  5600H;Hexa Core, 12 Threads;16GB;DDR4;1TB;SSD;AMD Radeon Graphics;14;1920;1200;65391;Windows 11 OS;a
602;682;Lenovo;Thinkpad T14 Laptop;69;4th Gen AMD Ryzen 7 PRO 4750U;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;AMD Radeon Graphics;14;1920;1080;90000;Windows 10 OS;a
603;683;Lenovo;IdeaPad Slim 3 82RK00VWIN Laptop;69;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;38390;Windows 11 OS;a
604;684;Lenovo;IdeaPad 1 15AMN7 82VG00J5IN Laptop;69;7th Gen AMD Ryzen 5 7520U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon 610M;15,6;1920;1080;40990;Windows 11 OS;a
605;685;Lenovo;IdeaPad Gaming 3 82K2028AIN Laptop;62;5th Gen AMD Ryzen 5  5500H;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;4GB  NVIDIA GeForce RTX 2050;15,6;1920;1080;50990;Windows 11 OS;a
606;686;Dell;Vostro 3520 Laptop;69;11th Gen Intel Core i5 1135G7;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;47990;Windows 11 OS;a
607;687;Dell;Inspiron 15 3520 IN352092K4N001ORS1 Laptop;69;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;512GB;SSD;Intel Integrated Graphics;15,6;1920;1080;59990;Windows 11 OS;a
608;688;Dell;Vostro 3530 Laptop;69;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Integrated Graphics ;15,6;1920;1080;61990;Windows 11 OS;a
610;690;Lenovo;V14 G4 Laptop;69;7th Gen AMD Ryzen 3 7320U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon;14;1920;1080;31990;Windows 11 OS;a
611;691;MSI;Creator M16 B13VE-1271IN Laptop;82;13th Gen Intel Core i7 13700H;14 Cores (6P + 8E), 20 Threads;32GB;DDR5;1TB;SSD;6GB NVIDIA GeForce RTX 4050;16;1920;1200;129990;Windows 11 OS;b
612;692;Lenovo;V15 G3 82TTA02UIH Laptop;63;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;15,6;1920;1080;49989;Windows 11 OS;a
613;693;Dell;Vostro 3525 Laptop;69;5th Gen AMD Ryzen 5 5500U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Graphics;15,6;1920;1080;42990;Windows 11 OS;a
614;695;MSI;Creator Pro M16 B13VJ-1272IN Gaming Laptop;83;13th Gen Intel Core i7 13700H;14 Cores (6P + 8E), 20 Threads;32GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX A2000 Ada;16;1920;1200;259990;Windows 11 OS;b
616;697;Lenovo;IdeaPad Slim 3i 82X70032IN Laptop;69;13th Gen Intel Core i3 1305U;5 Cores (1P + 4E), 6 Threads;8GB;LPDDR5;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;44690;Windows 11 OS;a
617;698;Lenovo;IdeaPad Flex 5 Gen 8 82XX0070IN Laptop;69;7th Gen AMD Ryzen 5 7530U;Hexa Core, 12 Threads;16GB;LPDDR4X;512GB;SSD;AMD Radeon AMD;14;1920;1200;61990;Windows 11 OS;a
618;699;HP;ZBook Firefly 16 G9 6V2X7PA Workstation PC Laptop;75;12th Gen Intel Core i7 1255U;10 Cores (2P + 8E), 12 Threads;16GB;DDR5;1TB;SSD;Intel Iris Xe Graphics;16;1920;1200;123300;Windows 11 OS;a
619;700;Dell;Inspiron 3530 15 Laptop;69;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;1TB;SSD;Intel UHD Graphics;15,6;1920;1080;74499;Windows 11 OS;a
620;701;Lenovo;IdeaPad Gaming 3 15IHU6 82K101PCIN Laptop;65;11th Gen Intel Core i5 11320H;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 2050;15,6;1920;1080;47990;Windows 11 OS;a
621;702;Lenovo;Yoga 6 13ABR8 83B2007UIN Laptop;71;7th Gen AMD Ryzen 7 7730U;Octa Core, 16 Threads;16GB;LPDDR4X;1TB;SSD;AMD Radeon Graphics;13,3;1920;1200;85990;Windows 11 OS;a
622;703;Lenovo;IdeaPad Flex 5 82R900D4IN Laptop;63;5th Gen AMD Ryzen 7 5700U;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;AMD Radeon;14;1920;1200;61990;Windows 11 OS;a
623;704;Ultimus;Neo NU14U3INT54BN Laptop;69;10th Gen Intel Core i3 1005G1;Dual Core, 4 Threads;8GB;DDR4;256GB;SSD;Intel Integrated Iris;14,1;1920;1080;21990;Windows 11 OS;a
624;705;HP;Victus 15-fb0158AX Gaming Laptop;67;5th Gen AMD Ryzen 5  5600H ;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB AMD Radeon RX 6500M;15,6;1920;1080;49990;Windows 11 OS;a
625;706;Lenovo;Legion Slim 5 82Y9009KIN Gaming Laptop;79;7th Gen AMD Ryzen 7 7840HS;Octa Core, 16 Threads;16GB;DDR5;512GB;SSD;6GB NVIDIA GeForce RTX 4050;16;1920;1200;112990;Windows 11 OS;a
626;707;Lenovo;Legion Slim 5 16APH8 82Y90042IN Gaming Laptop;83;7th Gen AMD Ryzen 7 7840HS;Octa Core, 16 Threads;16GB;DDR5;512GB;SSD;8GB NVIDIA GeForce RTX 4060;16;2560;1600;127990;Windows 11 OS;a
627;708;HP;Pavilion x360 14-ek1021TU Laptop;70;13th Gen Intel Core i7 1355U ;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;512GB;SSD;Intel Integrated Iris Xe;14;1920;1080;91590;Windows 11 OS;a
629;710;HP;Victus 15-fa1062TX Gaming Laptop;71;13th Gen Intel Core i5 13500H;12 Cores (4P + 8E), 16 Threads;16GB;DDR4;512GB;SSD;6GB NVIDIA GeForce RTX 4050;15,6;1920;1080;103060;Windows 11 OS;a
631;712;HP;15-fc0027AU Laptop;69;7th Gen AMD Ryzen 3 7320U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;39600;Windows 11 OS;a
632;713;Lenovo;Legion Slim 5 16APH8 82Y9008MIN Gaming Laptop;83;7th Gen AMD Ryzen 7 7840HS;Octa Core, 16 Threads;16GB;DDR5;512GB;SSD;8GB NVIDIA GeForce RTX 4060;16;2560;1600;137590;Windows 11 OS;a
633;714;Lenovo;ThinkBook 15 Gen 5 21JF0026MJ Laptop;69;7th Gen AMD Ryzen 7 7730U;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;AMD Radeon AMD;16;1920;1080;53980;Windows 11 OS;a
634;716;Acer;Swift Go 14 NX.KG3SI.005 Laptop;60;7th Gen AMD Ryzen 5  7530U;Hexa Core, 12 Threads;16GB;LPDDR4X;512GB;SSD;AMD Radeon Graphics;14;1920;1080;54990;Windows 11 OS;a
635;717;Asus;VivoBook 15 X515MA-BR022WS Laptop;69;Intel Celeron N4020;Dual Core, 2 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD 600;15,6;1366;768;28099;Windows OS;a
636;718;HP;Spectre 17-cs0097nr Foldable Laptop;67;12th Gen Intel Core i7 1250U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;1TB;SSD;Intel Iris Xe Graphics;17;1920;2560;415000;Windows 11 OS;a
637;719;Fujitsu;CH? 4ZR1L82433 Laptop;66;13th Gen Intel Core i5 1334U;10 Cores (2P + 8E), 12 Threads;16GB;DDR5;512GB;SSD;Intel Iris Xe Graphics;13,3;1920;1080;64990;Windows 11 OS;b
638;720;Fujitsu;CH? 4ZR1L82434 Laptop;69;13th Gen Intel Core i7 1355U;10 Cores (2P + 8E), 12 Threads;16GB;DDR5;1TB;SSD;Intel Iris Xe Graphics;13,3;1920;1080;84990;Windows 11 OS;b
639;721;Tecno;Megabook T1 Laptop;67;11th Gen Intel Core i7 1165G7;Quad Core, 8 Threads;16GB;LPDDR4;1TB;SSD;Intel UHD Graphics;15,6;1920;1080;52999;Windows 11 OS;a
640;722;Tecno;Megabook T1 Laptop;63;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;LPDDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;34999;Windows 11 OS;a
641;723;Asus;Vivobook 15X OLED M3504YA-LK752WS Laptop;67;7th Gen AMD Ryzen 7  7730U;Octa Core, 16 Threads;16GB;DDR4;1TB;SSD;Integrated AMD Radeon Graphics;15,6;1920;1080;65990;Windows 11 OS;a
642;724;HP;Victus 15-fb1016AX  Gaming Laptop;67;7th Gen AMD Ryzen 5 7535HS;Hexa Core, 12 Threads;8GB;DDR5;512GB;SSD;4GB NVIDIA GeForce RTX 2050;15,6;1920;1080;56990;Windows 11 OS;a
643;725;Lenovo;ThinkPad E15 20TDS0AD00 Laptop;64;11th Gen Intel Core i5 1135G7;Quad Core, 8 Threads;16GB;DDR4;1TB;SSD;Intel Iris Xe Graphics;15,6;1920;1080;88999;Windows 10 OS;a
644;726;Lenovo;Ideapad 3 15ITL06 82H803GUIN Laptop;69;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;35990;Windows 11 OS;a
645;727;Lenovo;Yoga 7 82YL0060IN Laptop;76;13th Gen Intel Core i7 1360P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;512GB;SSD;Integrated Intel Iris Xe Graphics;14;2880;1800;111490;Windows 11 OS;a
647;729;HP;250 G9 7N179PA Laptop;69;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;15,6;1366;768;50990;Windows 11 OS;a
648;730;Lenovo;Thinkpad E15 21E6S07S00 Laptop;64;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;16GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;15,6;1920;1080;89500;Windows 11 OS;a
649;731;Lenovo;Ideapad Slim 5 82XE004QIN Laptop;62;7th Gen AMD Ryzen 5 7530U;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;AMD Radeon Graphics;14;1920;1200;66388;Windows 11 OS;a
650;732;Asus;Vivobook Pro 15 M6500QC-HN551WS Laptop;63;5th Gen AMD Ryzen 5 5600HS;Hexa Core, 12 Threads;16GB;DDR4;1TB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;66990;Windows 11 OS;a
651;733;Asus;Vivobook Pro 15 M6500QC-HN751WS Laptop;64;5th Gen AMD Ryzen 7 5800HS;Octa Core, 16 Threads;16GB;DDR4;1TB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;74990;Windows 11 OS;a
652;734;HP;255 G9 841W6PA Laptop;69;3rd Gen AMD Ryzen 3  3250U;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;AMD Radeon Graphics;15,6;1366;768;26990;DOS 3.0 OS;a
653;735;Dell;15 Inspiron 3530 Laptop;69;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;1TB;SSD;Intel Integrated UHD;15,6;1920;1080;65990;Windows 11 OS;a
654;736;Asus;Vivobook 16X 2023 K3605ZC-MBN752WS Laptop;73;12th Gen Intel Core i7 12650H;10 Cores (6P + 4E), 16 Threads;16GB;DDR4;1TB;SSD;4GB NVIDIA GeForce RTX 3050;16;1920;1200;87990;Windows 11 OS;a
657;739;Dell;Inspiron 3520 IN3520KTMFJS1ORGR1 Laptop;69;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;36480;Windows 11 OS;a
658;740;Dell;Inspiron 3530 IN3530RW8JY001ORS1 Laptop;69;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;1TB;SSD;Intel Integrated Integrated Intel® UHD Graphics;15,6;1920;1080;63989;Windows 11 OS;a
659;741;Asus;TUF Gaming F15 90NR0GW1-M00F00 Laptop;64;12th Gen Intel Core i7 12700H ;20 Threads;16GB;DDR5;1TB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;90990;Windows 11  OS;a
660;742;Asus;Vivobook 16X 2023 K3605ZV-MBN741WS Laptop;72;12th Gen Intel Core i7 12650H;10 Cores (6P + 4E), 16 Threads;16GB;DDR4;512GB;SSD;NVIDIA Geforce RTX;16;1920;1200;104990;Windows 11 OS;a
661;743;HP;240 G9 ALC 7M658PA Laptop;69;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Integrated;14;1366;768;64800;DOS OS;a
662;744;Asus;Chromebook CX1400FKA-EC0158 Laptop;69;Intel Celeron N4500;Dual Core, 2 Threads;4GB;LPDDR4X;64GB;SSD;Intel Integrated UHD;14;1920;1080;27990;Chrome OS;a
663;745;Asus;Chromebook CX1400CKA-EK0335 Laptop;69;Intel Celeron N4500;Dual Core, 2 Threads;4GB;LPDDR4X;128GB;SSD;Intel Integrated UHD;14;1920;1080;14990;Chrome OS;a
664;746;Asus;Chromebook CX1500CKA-EJ0241 Laptop;69;Intel Celeron N4500;Dual Core, 2 Threads;4GB;LPDDR4X;64GB;SSD;Intel Integrated UHD;15,6;1920;1080;22990;Chrome OS;a
665;747;Asus;Chromebook CX1500CKA-EJ0277 Laptop;69;Intel Celeron N4500;Dual Core, 2 Threads;4GB;LPDDR4X;128GB;SSD;Intel Integrated UHD;15,6;1920;1080;23990;Chrome OS;a
666;748;HP;250 G9 7M659PA Laptop;62;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Intel Integrated;15,6;1366;768;42900;Windows 11 OS;a
667;749;Gigabyte;G6 KF Gaming Laptop;71;13th Gen Intel Core i7 13620H;10 Cores (6P + 4E), 16 Threads;16GB;DDR5;512GB;SSD;8GB NVIDIA GeForce RTX 4060;16;1920;1200;130000;Windows 11 OS;c
668;750;Gigabyte;G5 KF-E3IN313SH Laptop;73;12th Gen Intel Core i5 12500H;12 Cores (4P + 8E), 16 Threads;8GB;DDR5;512GB;SSD;8GB NVIDIA GeForce RTX 4060;15,6;1920;1080;94990;Windows 11 OS;b
669;751;Lenovo;ThinkBook 15 G3 ACL 21A4003KUS Laptop;60;5th Gen AMD Ryzen 7  5700U;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;AMD Radeon AMD;15,6;1920;1080;57990;Windows 11 OS;a
670;752;Asus;Vivobook 16X K3605ZU-MBN742WS Laptop;72;12th Gen Intel Core i7 12650H;10 Cores (6P + 4E), 16 Threads;16GB;DDR4;512GB;SSD;6GB NVIDIA Geforce RTX 4050;16;1920;1200;104222;Windows 11 OS;a
671;753;Fujitsu;UH-X ?4ZR1M37246 Laptop;65;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;14;1920;1200;69990;Windows 11 OS;b
672;754;Lenovo;IdeaPad Slim 5 82XE0072IN Laptop;69;7th Gen AMD Ryzen 7 7730U;Octa Core, 16 Threads;16GB;DDR4;512GB;SSD;AMD Integrated SoC;14;1920;1200;63990;Windows 11 OS;a
673;755;Lenovo;IdeaPad Slim 3 82XQ008UIN Laptop;69;7th Gen AMD Ryzen 5 7520U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon 610M Graphics;15,6;1920;1080;48990;Windows 11 OS;a
674;756;Lenovo;V15 G3 IAP 82TT004VIH Laptop;69;12th Gen Intel Core i5 1235U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;15,6;1920;1080;46990;DOS OS;a
675;757;HP;Victus 15-fb1015AX Gaming Laptop;69;7th Gen Amd Ryzen 5 7535HS;Hexa Core, 12 Threads;8GB;DDR5;512GB;SSD;4GB NVIDIA GeForce RTX 2050;15,6;1920;1080;55990;Windows 11 OS;a
676;758;Asus;Vivobook 16X K3605ZC-MBN542WS Laptop;65;12th Gen Intel Core i5 12450H;Octa Core (4P + 4E), 12 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;16;1920;1200;66990;Windows 11 OS;a
677;759;Asus;Vivobook 16X K3605ZU-MBN541WS Laptop;70;12th Gen Intel Core i5 12450H;Octa Core (4P + 4E), 12 Threads;16GB;DDR4;512GB;SSD;6GB NVIDIA Geforce RTX 4050;16;1920;1200;89990;Windows 11 OS;a
678;760;MSI;Thin GF63 11UC-1291IN Gaming Laptop;71;11th Gen Intel Core i5 11400H;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;62990;Windows 11 OS;b
679;761;MSI;Katana 15 B12UDXK-1004IN Gaming Laptop;76;12th Gen Intel Core i7 12650H;10 Cores (6P + 4E), 16 Threads;16GB;DDR5;512GB;SSD;6GB NVIDIA GeForce RTX 3050;15,6;1920;1080;85990;Windows 11 OS;b
680;762;Lenovo;Thinkpad E15 21E6S0W700 Laptop;65;12th Gen Intel Core i3 1215U;Hexa Core (2P + 4E), 8 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;15,6;1920;1080;47100;Windows 11 OS;a
681;763;Lenovo;Yoga 7 82YM004UIN Laptop;76;7th Gen AMD Ryzen 7 7735U;Octa Core, 16 Threads;16GB;DDR5;512GB;SSD;AMD Radeon Graphics;14;2880;1800;91990;Windows 11 OS;a
682;764;Asus;Vivobook Pro 15 OLED M6500QC-LK541WS Laptop;62;5th Gen AMD Ryzen 5 5600H;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050 GPU;15,6;1920;1080;67990;Windows 11 OS;a
683;765;Acer;TMP214-41-G3 UN.VSQSI.007 Notebook;63;5th Gen AMD Ryzen 5 5500U;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;AMD Radeon AMD;14;1366;768;39990;Windows 11 OS;a
684;766;Acer;TMP214-41-G3 UN.VSQSI.006 Notebook;60;5th Gen AMD Ryzen 5 5500U;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;AMD Radeon AMD;14;1366;768;36990;Windows 11 OS;a
685;767;Asus;Vivobook Go 14 2023 E1404FA-NK327WS Laptop;69;7th Gen AMD Ryzen 3 7320U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon AMD;14;1920;1080;33990;Windows 11 OS;a
686;768;Lenovo;V14 82KAA055IH Laptop;69;11th Gen Intel Core i5 1135G7 ;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics ;14;1366;768;43800;DOS OS;a
687;769;HP;Omen 16-xf0043AX Gaming Laptop;78;7th Gen AMD Ryzen 9 7940HS;Octa Core, 16 Threads;32GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4070;16,1;2560;1440;179490;Windows 11 OS;a
688;770;Gigabyte;Aero 14 OLED BMF Laptop;70;13th Gen Intel Core i7 13700H;14 Cores (6P + 8E), 20 Threads;16GB;LPDDR5;1TB;SSD;6GB NVIDIA GeForce RTX 4050;14;2880;1800;164990;Windows 11 OS;b
689;771;Dell;Inspiron 5430 IN54308DXWP001ORS1 Laptop;69;13th Gen Intel Core i7 1355U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;1TB;SSD;Intel Iris Xe Graphics;14;1920;1080;84990;Windows 11 OS;a
690;772;Fujitsu;UH-X ?4ZR1L73352 2-in-1 Laptop;76;13th Gen Intel Core i7 1360p;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;1TB;SSD;Intel Iris Xe Graphics;14;1920;1200;104990;Windows 11 OS;b
691;773;Asus;TUF Gaming F15 FX506HF-HN076W Gaming Laptop;69;11th Gen Intel Core i5 11260H;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 2050;15,6;1920;1080;57990;Windows 11 OS;a
692;774;HP;Victus 15-fb1018AX Gaming Laptop;63;7th Gen Amd Ryzen 5 7535HS;Hexa Core, 12 Threads;8GB;DDR5;512GB;SSD;4GB NVIDIA GeForce RTX 2050;15,6;1920;1080;58990;Windows 11 OS;a
693;775;Dell;Alienware x15 R2 D569947WIN9 Gaming Laptop;78;12th Gen Intel Core i9 12900H;14 Cores (6P + 8E), 20 Threads;32GB;LPDDR5;1TB;SSD;8GB NVIDIA GeForce RTX 3070 Ti;15,6;1920;1080;304990;Windows 11 OS;a
694;776;Asus;Vivobook Go 14 2023 E1404FA-NK325WS Laptop;69;7th Gen AMD Ryzen 3 7320U;Quad Core, 8 Threads;8GB;LPDDR5;512GB;SSD;AMD Radeon AMD;14;1920;1080;33990;Windows 11 OS;a
695;777;Ultimus;Elite NU14U3INF56BN-CS Laptop;69;10th Gen Intel Core i5 1035G4;Quad Core, 8 Threads;8GB;DDR4;512GB;SSD;Intel Integrated Iris;14,1;1920;1080;28990;Windows 11 OS;a
696;778;Acer;Aspire 3 Spin 14 NX.KENSI.002 Laptop;69;Intel Core i3 N305;Octa Core, 8 Threads;8GB;DDR4;512GB;SSD;Intel UHD Graphics;14;1920;1200;39900;Windows 11 OS;a
697;779;Lenovo;IdeaPad 3 15ITL6 82H803GSIN Laptop;60;11th Gen Intel Core i3 1115G4;Dual Core, 4 Threads;8GB;DDR4;512GB;SSD;Intel Integrated UHD;15,6;1920;1080;36490;Windows 11 OS;a
699;781;Lenovo;IdeaPad Slim 5i 82XD0040IN Laptop;62;13th Gen Intel Core i7 13620H;10 Cores (6P + 4E), 16 Threads;16GB;LPDDR5;512GB;SSD;Intel Integrated UHD;14;1920;1200;87490;Windows 11 OS;a
700;782;Dell;Inspiron 3530 2023 Laptop;69;13th Gen Intel Core i3 1305U;5 Cores (1P + 4E), 6 Threads;8GB;DDR4;1TB;SSD;Intel Integrated UHD;15,6;1920;1080;44990;Windows 11 OS;a
701;783;Lenovo;Yoga 7 Flip 82YL005YIN Laptop;75;13th Gen Intel Core i7 1360P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;512GB;SSD;Intel Iris Xe Graphics;14;2880;1800;107990;Windows 11 OS;a
702;784;Dell;Inspiron 3535 2023 Laptop;69;7th Gen Amd Ryzen 5 7520U;Quad Core, 8 Threads;8GB;LPDDR5;1TB;SSD;AMD Radeon Graphics;15,6;1920;1080;46900;Windows 11 OS;a
703;785;Dell;Inspiron 13 5330 Laptop;63;13th Gen Intel Core i7 1360P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;1TB;SSD;Intel Iris Xe Graphics;13,3;2560;1600;98890;Windows 11 OS;a
704;786;Dell;Inspiron 7430 2023 2 in 1 Laptop;69;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;8GB;LPDDR5;1TB;SSD;Intel Iris Xe Graphics;14;1920;1200;76990;Windows 11 OS;a
705;787;Dell;Inspiron 5330 2023 Laptop;62;13th Gen Intel Core i5 1340P;12 Cores (4P + 8E), 16 Threads;16GB;LPDDR5;1TB;SSD;Intel Iris Xe Graphics;13,3;2560;1600;86990;Windows 11 OS;a
706;788;Dell;Inspiron 7430 2 in 1 Touch Laptop;60;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;16GB;LPDDR5;1TB;SSD;Intel Iris Xe Graphics;14;1920;1200;86990;Windows 11 OS;a
707;789;Dell;Vostro 3430 VN3430RHXFG001ORB1 Laptop;63;13th Gen Intel Core i5 1335U;10 Cores (2P + 8E), 12 Threads;8GB;DDR4;512GB;SSD;Intel Iris Xe Graphics;14;1920;1080;58490;Windows 11 OS;a
708;790;HP;Victus 15-FB0142AX Gaming Laptop;71;5th Gen AMD Ryzen 5 5600H;Hexa Core, 12 Threads;16GB;DDR4;512GB;SSD;4GB NVIDIA GeForce RTX 3050;15,6;1920;1080;69199;Windows 11 OS;a
709;791;MSI;Thin GF63 11SC-1494IN Gaming Laptop;65;11th Gen Intel Core i5 11260H;Hexa Core, 12 Threads;8GB;DDR4;512GB;SSD;4GB NVIDIA GeForce GTX 1650;15,6;1920;1080;45990;Windows 11 OS;b
710;792;MSI;Thin GF63 12VF-663IN Gaming Laptop;77;12th Gen Intel Core i7 12650H;10 Cores (6P + 4E), 16 Threads;16GB;DDR4;512GB;SSD;8GB NVIDIA GeForce RTX 4060;15,6;1920;1080;94990;Windows 11 OS;b
711;793;MSI;Katana 17 B12VFK-668IN Gaming Laptop;77;12th Gen Intel Core i7 12650H;10 Cores (6P + 4E), 16 Threads;8GB;DDR5;1TB;SSD;8GB NVIDIA GeForce RTX 4060;17,3;1920;1080;97990;Windows 11 OS;b
